image_name,number_label
1880199_23ch1,1.0
722426_20ch0,0.0
605509_19ch0,1.0
553737_30ch1,1.0
1310549_25ch0,1.0
569336_25ch0,1.0
1498554_23ch0,1.0
1743224_20ch0,2.0
56166_26ch1,1.0
326719_20ch0,1.0
1392940_25ch1,2.0
391187_30ch1,1.0
1759662_20ch1,2.0
2181421_19ch0,1.0
522355_23ch1,1.0
347192_19ch1,1.0
809659_19ch0,1.0
759167_19ch0,1.0
21645_20ch0,1.0
1366504_23ch0,1.0
1762573_23ch0,1.0
145361_20ch1,1.0
855782_23ch1,1.0
657172_19ch0,1.0
2211475_20ch1,1.0
876426_23ch0,1.0
2276536_25ch1,1.0
739881_25ch1,1.0
1933571_25ch1,1.0
1747978_20ch1,1.0
277080_19ch1,1.0
1416180_23ch0,1.0
1069818_19ch1,1.0
487652_23ch1,1.0
1367374_25ch0,0.0
420515_08ch1,1.0
174012_19ch0,1.0
309118_01ch1,1.0
332940_08ch1,1.0
2380101_20ch0,1.0
1879456_25ch1,3.0
368189_19ch1,1.0
581112_30ch0,1.0
1361872_25ch0,1.0
2160002_20ch0,1.0
1277699_23ch0,1.0
221957_02ch1,3.0
468072_30ch0,1.0
316862_20ch0,1.0
2353369_19ch0,1.0
506027_06ch0,1.0
100313_20ch0,1.0
209562_02ch0,3.0
658634_30ch0,1.0
896398_23ch1,1.0
1098128_25ch0,1.0
362286_08ch1,1.0
1117733_19ch0,1.0
2588595_25ch1,1.0
1265956_19ch1,1.0
1483588_20ch1,1.0
1286456_20ch0,1.0
449247_06ch0,1.0
1994441_19ch0,1.0
1904868_20ch1,1.0
1731160_25ch0,2.0
1553617_23ch1,1.0
1271156_23ch1,1.0
312670_02ch0,1.0
234659_23ch1,1.0
672222_23ch0,1.0
2021746_25ch1,1.0
1730895_19ch0,1.0
1156146_19ch0,1.0
1065379_25ch1,0.0
1627215_23ch0,1.0
179469_06ch1,3.0
1639975_25ch0,1.0
2018305_19ch0,11.0
1766447_23ch0,2.0
279135_20ch0,1.0
511856_06ch0,1.0
1363987_25ch0,2.0
1154194_19ch1,1.0
1764944_23ch1,2.0
26118_06ch0,1.0
2506369_20ch0,1.0
227321_06ch0,1.0
332387_01ch0,1.0
1124708_23ch0,1.0
1260342_25ch1,1.0
1149119_25ch0,2.0
1941873_25ch1,1.0
1521686_25ch1,1.0
669510_25ch1,1.0
1772898_19ch0,1.0
1020661_23ch1,1.0
1739969_23ch1,1.0
194780_23ch0,1.0
1400746_20ch1,1.0
2576972_25ch1,1.0
566559_25ch0,1.0
19783_23ch0,11.0
1324867_19ch1,1.0
484629_06ch0,3.0
1210905_25ch0,1.0
1896689_23ch1,1.0
1637794_25ch1,1.0
2022822_20ch1,1.0
1395686_23ch0,3.0
1546068_25ch1,1.0
2414690_25ch0,1.0
414447_02ch1,1.0
323091_06ch1,1.0
1350229_19ch0,1.0
1660509_23ch0,1.0
818478_19ch0,1.0
316306_08ch1,1.0
2208442_25ch0,1.0
288999_08ch0,1.0
1164061_25ch0,1.0
1617467_19ch0,1.0
1156819_23ch0,2.0
2512651_20ch1,1.0
2316623_25ch1,1.0
2192530_25ch0,1.0
1208706_23ch0,2.0
920108_25ch1,1.0
2343127_19ch1,1.0
154706_08ch0,1.0
1976111_23ch1,1.0
1255483_19ch1,1.0
1817775_20ch0,0.0
1104530_25ch0,1.0
1745201_20ch0,11.0
634852_25ch0,1.0
659598_30ch1,1.0
2219491_20ch1,2.0
1591227_20ch1,1.0
1053036_25ch0,2.0
699737_30ch1,1.0
390559_23ch1,1.0
477148_19ch1,1.0
367139_23ch1,1.0
244209_08ch0,1.0
325458_02ch0,1.0
1385108_23ch0,1.0
1712446_20ch0,2.0
321197_20ch1,1.0
2181992_19ch1,1.0
2296401_19ch0,1.0
179777_01ch1,1.0
1177875_19ch0,1.0
642247_20ch0,1.0
2053645_20ch0,1.0
1523180_23ch1,1.0
2396045_20ch0,1.0
463756_07ch1,1.0
1465656_25ch1,1.0
353966_19ch1,1.0
668123_23ch1,1.0
1532025_19ch0,1.0
261841_07ch0,1.0
31194_07ch0,1.0
650809_23ch1,1.0
1449701_19ch1,1.0
1202729_20ch1,1.0
793254_25ch0,1.0
1924966_20ch1,1.0
296639_19ch0,1.0
1462302_25ch1,1.0
2377624_25ch1,1.0
872903_20ch0,1.0
1487303_25ch1,1.0
1516393_20ch1,1.0
780486_30ch1,1.0
1145816_25ch0,2.0
1315_03ch1,4.0
1923419_23ch1,1.0
579375_30ch0,1.0
737019_20ch0,1.0
1737236_25ch0,1.0
658005_19ch1,1.0
2313699_20ch0,1.0
1158181_19ch1,1.0
96659_19ch0,1.0
2415686_25ch1,1.0
2353500_25ch1,2.0
1070498_25ch0,1.0
2389004_19ch1,1.0
137502_02ch1,1.0
360569_23ch0,1.0
251472_20ch1,1.0
487325_20ch0,1.0
1454462_23ch1,1.0
1833962_25ch0,1.0
1864498_23ch1,1.0
250129_20ch1,1.0
1016839_23ch1,1.0
877766_23ch0,1.0
2053624_20ch0,1.0
344388_06ch0,1.0
162547_02ch1,1.0
2461581_20ch0,0.0
1601040_20ch1,0.0
372533_06ch1,1.0
1268374_20ch1,2.0
19527_19ch0,2.0
776240_23ch1,2.0
2412118_25ch0,1.0
2063024_19ch1,1.0
462999_19ch0,1.0
753821_20ch0,2.0
350579_02ch0,1.0
355467_08ch1,1.0
2047258_25ch0,1.0
1950545_23ch0,1.0
1392912_19ch0,1.0
1994418_23ch0,1.0
2519421_20ch1,2.0
1993197_19ch0,1.0
2150735_19ch0,1.0
2634275_25ch1,1.0
1998568_19ch1,1.0
1719862_19ch0,1.0
413913_01ch1,1.0
1346479_20ch1,2.0
317280_02ch1,1.0
1315157_20ch0,2.0
1417202_20ch0,2.0
1020663_25ch1,2.0
1677383_19ch1,1.0
1861614_20ch1,0.0
68890_23ch0,1.0
1108317_25ch0,1.0
1137287_20ch1,1.0
962395_23ch1,11.0
382680_19ch1,2.0
1182622_23ch0,1.0
1599106_20ch1,1.0
168062_01ch1,1.0
2592398_25ch1,1.0
1683213_25ch1,2.0
927254_23ch0,1.0
2212342_25ch1,1.0
2130395_25ch0,2.0
233870_08ch0,1.0
1293570_25ch1,2.0
739774_25ch1,1.0
335651_06ch0,1.0
764795_19ch1,1.0
685237_20ch1,1.0
1119838_19ch1,1.0
1134881_20ch0,1.0
679900_25ch0,2.0
1534392_23ch0,1.0
1545776_19ch0,2.0
532055_30ch0,1.0
498546_19ch0,1.0
463063_23ch1,1.0
1936104_20ch1,1.0
1687576_23ch0,1.0
466010_23ch1,1.0
1411775_23ch0,1.0
196846_19ch0,1.0
1763262_19ch0,1.0
2110968_25ch1,1.0
1621377_23ch1,3.0
1412001_19ch0,1.0
1657770_23ch0,1.0
1663928_19ch0,1.0
800248_19ch0,1.0
36851_26ch0,1.0
1760470_19ch0,1.0
518050_20ch1,1.0
1913413_23ch0,2.0
1372891_25ch0,1.0
1236137_25ch1,1.0
1982590_19ch1,1.0
1251767_23ch0,1.0
1597356_20ch1,2.0
1565685_20ch0,2.0
2453935_25ch1,1.0
95402_23ch1,1.0
210016_23ch1,1.0
1579436_19ch1,1.0
496907_25ch0,2.0
563060_06ch1,3.0
1589755_19ch1,1.0
369904_08ch1,1.0
423484_08ch0,1.0
624532_23ch0,1.0
34551_20ch0,1.0
109583_20ch0,1.0
1008040_25ch1,1.0
545536_19ch1,1.0
288220_01ch0,3.0
391089_19ch1,1.0
61976_19ch1,1.0
1426873_19ch1,1.0
2575357_25ch1,1.0
1315183_19ch0,1.0
1328899_25ch1,1.0
862259_25ch1,1.0
596013_25ch1,2.0
171730_20ch0,1.0
1449717_19ch0,1.0
321308_08ch0,1.0
2557711_25ch1,1.0
561418_30ch0,0.0
203315_08ch1,1.0
621018_20ch0,2.0
706412_25ch0,1.0
652082_23ch0,1.0
620864_23ch0,1.0
1486910_20ch1,1.0
1053709_19ch1,1.0
1757559_20ch0,1.0
346197_19ch1,1.0
455616_23ch0,1.0
1374208_25ch0,1.0
1332074_19ch1,1.0
744813_25ch0,2.0
1895399_19ch0,1.0
917103_19ch1,0.0
381035_08ch1,1.0
1872115_20ch1,1.0
148779_20ch0,1.0
1245059_19ch0,1.0
819359_25ch1,2.0
1633009_20ch1,1.0
385725_19ch0,1.0
2433_20ch0,1.0
840084_30ch1,1.0
1870204_23ch0,1.0
93223_23ch0,1.0
410042_08ch0,1.0
1989495_19ch1,1.0
1833670_19ch1,1.0
1238886_23ch0,1.0
285558_08ch0,1.0
1406859_19ch0,1.0
57066_23ch0,2.0
467889_06ch0,1.0
75192_19ch0,1.0
645932_07ch0,1.0
1111375_25ch0,1.0
547184_06ch1,1.0
2915_07ch1,1.0
1176708_19ch1,1.0
1540727_25ch0,1.0
379457_19ch1,2.0
1850853_25ch1,1.0
2604457_25ch1,1.0
514050_06ch1,1.0
1973493_20ch1,0.0
1080491_25ch1,1.0
2327428_25ch1,1.0
2014753_19ch1,1.0
2132464_20ch0,2.0
614526_23ch0,1.0
1789968_25ch0,1.0
1345000_23ch0,1.0
1403534_19ch0,1.0
273341_23ch1,1.0
38143_26ch1,2.0
1677139_20ch1,1.0
1458560_19ch0,1.0
718762_30ch1,1.0
2169741_25ch0,1.0
1377587_19ch0,1.0
1236784_19ch0,1.0
379447_23ch1,1.0
1727658_19ch1,1.0
52554_20ch1,1.0
1292634_20ch1,1.0
2275544_20ch0,1.0
1372022_19ch0,1.0
257427_20ch1,1.0
2025691_19ch0,1.0
513241_23ch0,1.0
1705696_19ch0,1.0
629729_23ch1,1.0
1687129_19ch0,1.0
1365703_25ch1,1.0
1838151_23ch0,1.0
344412_08ch0,1.0
1086151_20ch0,1.0
62891_23ch1,1.0
621440_25ch0,1.0
267279_23ch1,1.0
618942_23ch1,1.0
1035937_19ch0,1.0
1293626_23ch1,1.0
2060237_19ch0,1.0
268057_19ch1,1.0
978280_25ch1,1.0
369958_23ch1,1.0
2426537_20ch1,1.0
930287_20ch1,1.0
2227800_25ch0,1.0
1012651_25ch0,1.0
993908_23ch0,1.0
1250897_25ch1,2.0
2279952_25ch1,1.0
2181431_25ch0,1.0
1929823_23ch0,1.0
1121641_25ch0,1.0
158688_08ch0,1.0
1516765_20ch0,1.0
1293591_25ch1,1.0
548447_25ch1,1.0
1879261_25ch0,1.0
1219577_19ch1,1.0
2223315_25ch0,2.0
800533_30ch1,1.0
1799498_19ch0,1.0
248026_19ch0,1.0
1243818_19ch1,1.0
1342397_23ch1,1.0
2310790_20ch1,1.0
237750_20ch0,1.0
1816224_19ch0,1.0
1546784_20ch1,1.0
1222458_23ch0,1.0
168571_20ch1,1.0
1111360_25ch0,1.0
1569349_20ch0,1.0
1009089_30ch0,0.0
1711329_19ch0,1.0
545457_25ch0,1.0
199777_06ch0,1.0
1534514_25ch0,1.0
2292772_20ch0,1.0
767165_19ch1,1.0
1705283_20ch1,1.0
1991529_25ch1,1.0
1945320_25ch0,1.0
1085219_23ch1,1.0
361857_08ch1,1.0
877866_25ch1,1.0
1192358_20ch1,1.0
213670_19ch0,3.0
1214324_25ch1,1.0
1950336_20ch1,1.0
1856855_25ch0,1.0
1113947_25ch1,1.0
361378_20ch0,1.0
1612801_20ch0,1.0
1097179_25ch0,1.0
914742_20ch0,1.0
519386_20ch0,1.0
595475_30ch1,1.0
2158902_20ch0,1.0
1258729_25ch0,1.0
1441645_25ch0,2.0
922396_23ch1,1.0
1149973_23ch0,1.0
2310890_25ch1,1.0
635924_30ch0,1.0
979502_23ch0,1.0
1620205_25ch1,1.0
1720827_23ch1,1.0
1085757_25ch0,1.0
147182_20ch1,1.0
2061825_19ch1,1.0
784874_25ch0,1.0
1249232_19ch0,1.0
2337720_19ch0,1.0
1721681_23ch1,2.0
391066_19ch1,1.0
1339306_25ch0,1.0
1129749_19ch0,1.0
103038_19ch0,1.0
272877_27ch0,9.0
107722_06ch1,1.0
1514621_20ch0,1.0
1810036_23ch1,0.0
1036272_25ch0,1.0
2462815_20ch0,1.0
490115_30ch1,1.0
865165_19ch1,1.0
1897504_20ch1,1.0
2060589_25ch1,1.0
467496_19ch1,1.0
2182728_20ch1,1.0
256783_19ch0,1.0
754128_20ch0,1.0
1889249_19ch0,1.0
1709701_25ch1,1.0
1928410_20ch0,1.0
1765367_20ch1,1.0
949908_19ch0,1.0
192294_06ch0,1.0
348334_23ch1,1.0
1913968_20ch1,1.0
1908782_20ch0,1.0
509075_19ch1,1.0
1381237_20ch0,1.0
1089200_19ch0,1.0
2062569_25ch0,1.0
15756_06ch0,9.0
835123_07ch1,1.0
1039160_19ch0,1.0
144202_02ch0,1.0
1138389_23ch0,1.0
1494004_25ch1,1.0
735647_25ch0,2.0
1194099_25ch1,1.0
335592_20ch0,1.0
273957_01ch0,1.0
403083_06ch1,1.0
2140911_20ch1,1.0
409334_08ch0,1.0
1328218_23ch1,1.0
752555_30ch1,1.0
2122771_20ch0,1.0
1879565_23ch0,1.0
2500872_20ch0,1.0
190049_08ch1,1.0
452963_08ch1,1.0
331989_23ch0,1.0
88617_19ch1,1.0
599488_19ch0,1.0
371995_23ch0,1.0
58153_26ch1,1.0
681664_26ch0,1.0
444674_06ch1,3.0
78299_19ch1,1.0
246142_08ch1,1.0
1254525_25ch1,1.0
23752_26ch1,1.0
452366_08ch1,1.0
689726_25ch0,1.0
1145413_25ch0,2.0
2361884_20ch0,1.0
205002_07ch1,1.0
1932477_25ch1,1.0
568993_20ch0,1.0
154721_07ch0,1.0
1012737_19ch0,2.0
1519149_19ch1,1.0
1472645_23ch0,1.0
891838_23ch0,1.0
1283000_19ch1,1.0
94934_01ch0,1.0
2003062_25ch0,8.0
725876_07ch1,1.0
1616703_23ch0,1.0
1488547_23ch0,1.0
569458_19ch0,1.0
1028932_25ch1,3.0
701296_23ch0,1.0
220461_08ch0,1.0
2498029_25ch0,0.0
1375246_25ch0,1.0
1726359_19ch0,1.0
187105_06ch1,1.0
1385024_25ch0,1.0
170443_01ch0,1.0
1939058_23ch1,1.0
316138_20ch1,1.0
251207_08ch0,1.0
1447027_25ch1,1.0
1483461_20ch1,1.0
56015_26ch0,1.0
698818_19ch0,1.0
910636_20ch0,1.0
1022238_25ch0,1.0
359317_23ch0,1.0
303883_23ch1,1.0
1118152_25ch0,2.0
1002444_19ch0,1.0
583750_20ch0,1.0
675340_23ch1,1.0
650804_19ch1,1.0
693232_30ch0,1.0
2564584_25ch1,1.0
152893_07ch1,1.0
2170959_25ch0,1.0
717685_19ch1,1.0
953533_23ch1,1.0
393626_20ch1,1.0
924481_20ch0,2.0
271580_07ch0,2.0
217587_23ch1,1.0
618705_23ch0,1.0
882786_25ch0,1.0
1134985_19ch0,1.0
2131393_25ch1,1.0
703238_19ch1,1.0
63156_19ch0,1.0
805728_20ch1,2.0
349776_08ch1,1.0
1578836_20ch1,2.0
1603149_25ch1,3.0
2347509_25ch1,2.0
576735_30ch1,1.0
397295_26ch1,0.0
1270121_25ch1,1.0
836902_23ch0,1.0
787_03ch0,4.0
